timestamp,event_id,n_event,callback_id,application_id,service_id,value
2025-07-14 16:22:08.052627,enact,1,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.052635,enact,1,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.052637,enact,1,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.052639,enact,1,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.052706,enact,1,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.052710,enact,1,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.052712,enact,1,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.052713,enact,1,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.053171,enact,1,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.053174,enact,1,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.053175,enact,1,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.053177,enact,1,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.053228,enact,1,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.053230,enact,1,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.053232,enact,1,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.053233,enact,1,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.053288,enact,1,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.053290,enact,1,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.053292,enact,1,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.053294,enact,1,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.053340,enact,1,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.053342,enact,1,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.053344,enact,1,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.053345,enact,1,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.053997,enact,1,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.054003,enact,1,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.054005,enact,1,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.054007,enact,1,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.067684,enact,2,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.067689,enact,2,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.067691,enact,2,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.067693,enact,2,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.067782,enact,2,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.067785,enact,2,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.067787,enact,2,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.067789,enact,2,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.068059,enact,2,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.068062,enact,2,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.068064,enact,2,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.068065,enact,2,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.068127,enact,2,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.068129,enact,2,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.068131,enact,2,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.068133,enact,2,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.068199,enact,2,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.068201,enact,2,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.068203,enact,2,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.068205,enact,2,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.068288,enact,2,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.068290,enact,2,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.068292,enact,2,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.068294,enact,2,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.068881,enact,2,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.068884,enact,2,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.068885,enact,2,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.068887,enact,2,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.081497,enact,3,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.081501,enact,3,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.081503,enact,3,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.081505,enact,3,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.081584,enact,3,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.081588,enact,3,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.081590,enact,3,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.081591,enact,3,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.081877,enact,3,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.081880,enact,3,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.081882,enact,3,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.081884,enact,3,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.081957,enact,3,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.081960,enact,3,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.081961,enact,3,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.081963,enact,3,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.082021,enact,3,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.082023,enact,3,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.082025,enact,3,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.082026,enact,3,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.082071,enact,3,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.082073,enact,3,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.082074,enact,3,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.082076,enact,3,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.082676,enact,3,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.082681,enact,3,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.082683,enact,3,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.082685,enact,3,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.096285,enact,4,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.096290,enact,4,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.096292,enact,4,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.096294,enact,4,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.096378,enact,4,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.096381,enact,4,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.096383,enact,4,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.096385,enact,4,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.096651,enact,4,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.096653,enact,4,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.096655,enact,4,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.096657,enact,4,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.096721,enact,4,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.096723,enact,4,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.096725,enact,4,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.096727,enact,4,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.096774,enact,4,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.096777,enact,4,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.096779,enact,4,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.096780,enact,4,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.096838,enact,4,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.096840,enact,4,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.096842,enact,4,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.096844,enact,4,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.097421,enact,4,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.097423,enact,4,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.097425,enact,4,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.097427,enact,4,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.110455,enact,5,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.110462,enact,5,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.110464,enact,5,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.110465,enact,5,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.110557,enact,5,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.110562,enact,5,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.110564,enact,5,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.110565,enact,5,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.110865,enact,5,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.110869,enact,5,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.110871,enact,5,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.110872,enact,5,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.110939,enact,5,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.110942,enact,5,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.110943,enact,5,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.110945,enact,5,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.111004,enact,5,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.111006,enact,5,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.111008,enact,5,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.111009,enact,5,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.111063,enact,5,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.111067,enact,5,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.111069,enact,5,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.111070,enact,5,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.111721,enact,5,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.111724,enact,5,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.111726,enact,5,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.111728,enact,5,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.124012,enact,6,service_energy,case_study_1,gateway_tiny,598
2025-07-14 16:22:08.124017,enact,6,service_energy,case_study_1,data_gather_olbia_tiny,598
2025-07-14 16:22:08.124019,enact,6,service_energy,case_study_1,data_gather_torino_tiny,598
2025-07-14 16:22:08.124021,enact,6,service_energy,case_study_1,aggregator_tiny,598
2025-07-14 16:22:08.124145,enact,6,service_emissions,case_study_1,gateway_tiny,119600.0
2025-07-14 16:22:08.124150,enact,6,service_emissions,case_study_1,data_gather_olbia_tiny,203320.0
2025-07-14 16:22:08.124152,enact,6,service_emissions,case_study_1,data_gather_torino_tiny,203320.0
2025-07-14 16:22:08.124154,enact,6,service_emissions,case_study_1,aggregator_tiny,203320.0
2025-07-14 16:22:08.124491,enact,6,required_cpu,case_study_1,gateway_tiny,1
2025-07-14 16:22:08.124493,enact,6,required_cpu,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.124495,enact,6,required_cpu,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.124497,enact,6,required_cpu,case_study_1,aggregator_tiny,1
2025-07-14 16:22:08.124617,enact,6,required_ram,case_study_1,gateway_tiny,2
2025-07-14 16:22:08.124623,enact,6,required_ram,case_study_1,data_gather_olbia_tiny,1
2025-07-14 16:22:08.124625,enact,6,required_ram,case_study_1,data_gather_torino_tiny,1
2025-07-14 16:22:08.124626,enact,6,required_ram,case_study_1,aggregator_tiny,4.0
2025-07-14 16:22:08.124701,enact,6,required_storage,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.124704,enact,6,required_storage,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.124706,enact,6,required_storage,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.124708,enact,6,required_storage,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.124782,enact,6,required_gpu,case_study_1,gateway_tiny,0
2025-07-14 16:22:08.124784,enact,6,required_gpu,case_study_1,data_gather_olbia_tiny,0
2025-07-14 16:22:08.124786,enact,6,required_gpu,case_study_1,data_gather_torino_tiny,0
2025-07-14 16:22:08.124787,enact,6,required_gpu,case_study_1,aggregator_tiny,0
2025-07-14 16:22:08.125496,enact,6,placement,case_study_1,gateway_tiny,m2
2025-07-14 16:22:08.125498,enact,6,placement,case_study_1,data_gather_olbia_tiny,worker1
2025-07-14 16:22:08.125500,enact,6,placement,case_study_1,data_gather_torino_tiny,worker1
2025-07-14 16:22:08.125502,enact,6,placement,case_study_1,aggregator_tiny,worker1
2025-07-14 16:22:08.138411,enact,7,service_energy,case_study_1,gateway_tiny,598
